customer_id,credit_lines_outstanding,loan_amount_o,total_debt_o,income,years_employed,kkb_score,default
3832746,0,3607.539792,4961.934202,60323.72649,2,245,0
5054146,5,4651.92823,24355.88637,91034.65106,3,1371,1
6076855,0,2607.264528,1277.611615,39003.60309,1,1412,0
6754388,0,6181.976916,2510.410525,88731.73169,4,269,0
7089870,4,2947.889285,11888.70979,49761.29981,2,770,1
8598582,2,4834.821693,10433.93469,84023.39724,4,1784,0
1594712,0,2322.935162,1269.933589,49980.79998,8,1617,0
4260913,0,1075.018648,401.9034192,18748.17513,5,1804,0
1009607,0,1397.691075,1144.066579,21577.16831,5,1625,0
1084984,0,4398.243607,5384.026013,85997.24558,3,1106,0
2910494,0,4903.960705,2018.670418,68686.64063,5,707,0
6383288,5,2444.090241,10618.67185,35578.86136,4,136,1
9050602,0,4085.583633,1212.869622,70590.80529,4,900,0
7961870,4,6188.178233,26058.48561,97386.06279,2,1035,1
6816616,1,4325.70498,10061.25317,89279.12888,6,386,0
8003473,5,4596.778439,17794.57179,60080.28498,3,1757,1
2547642,4,6144.471936,20930.042,85548.94352,4,829,1
8558516,1,3722.056489,6122.425382,57143.59553,5,498,0
9012374,0,3992.953089,5587.809483,79183.96307,4,114,0
1855489,0,3563.564493,2637.63437,47965.77094,5,1518,0
5229602,0,4691.984842,3803.55797,90215.51407,5,1736,0
8470334,1,4708.2918,11117.61762,93829.33843,6,1894,0
5284825,5,3501.449146,20001.39471,58398.61318,4,1780,1
8564252,2,4521.144514,9204.987149,65213.89018,5,188,0
9419876,0,5440.142069,6157.422374,74803.43592,5,673,0
5271978,1,5247.328101,8748.086003,109595.5896,8,241,0
1535380,0,2852.449599,5032.469818,53317.56155,4,1763,0
4060473,0,5184.740815,6278.887257,80614.46728,2,1197,0
2936604,5,3411.916732,18131.92752,60719.62292,1,88,1
5267035,0,4173.626108,5152.998779,63795.59889,5,225,0
6271941,5,6388.812678,26125.76738,92066.09971,2,483,1
5175085,4,3235.592379,12062.9346,46797.52289,3,836,1
2759378,0,4624.850354,5567.066019,82464.87215,6,424,0
3710484,0,3901.990317,4862.100959,68943.28048,3,1308,0
7115742,2,3259.499734,9440.890252,71333.5378,4,374,0
1242847,5,3386.970037,17780.46607,70836.83747,4,1898,1
2926830,5,5861.240056,38190.69281,106031.8441,4,1072,1
9031072,5,2928.999752,17797.92181,57924.0348,5,43,1
1892412,2,2957.777477,9195.241425,66436.67943,5,518,0
4732712,5,3207.605597,15512.69351,57696.28541,3,1513,1
2862866,0,3862.990456,6347.338417,73355.17947,6,562,0
1941857,0,5080.47197,8260.685755,97050.79346,4,162,0
4804605,0,4809.657091,3133.706827,65575.78604,6,1091,0
5692978,2,6012.945854,14759.72636,92871.25027,3,87,0
2585244,1,3627.466867,7877.144161,76768.24499,5,1552,0
1700146,2,4999.237224,13354.42015,91783.09711,3,1139,0
2212228,1,555.1278809,1180.030365,10266.31723,6,584,0
6863897,2,2580.608899,11247.15587,81528.9098,8,1295,0
8742536,1,4276.879774,5537.049175,60452.31268,5,1746,0
2622620,5,4854.454453,21002.15478,89538.58671,5,325,1
3883574,3,3427.83291,10092.33447,57302.14944,4,1882,0
4094339,5,4354.588613,19350.89309,63421.05751,2,1595,1
4246827,1,1977.896196,5168.970449,55421.42355,4,212,0
3198703,1,3026.541598,6118.485584,51359.6894,5,566,0
1497433,0,2723.199723,4258.909396,53872.12477,4,1760,0
5726400,0,6416.494774,2791.547162,111014.6034,6,1608,0
4216326,0,3482.90016,3767.441303,56582.20927,4,465,0
4080319,1,4780.748092,7987.807381,77455.80989,5,1231,0
3383264,3,5573.688747,17887.72617,84892.17652,0,1801,1
9364054,1,4191.042201,4461.622873,61768.87213,6,1335,0
6494364,1,4261.748114,6482.603074,67145.62884,6,530,0
4768225,0,4532.025585,7030.406255,76008.74876,2,868,0
2848512,1,817.2057672,2913.01407,27496.42678,4,1590,0
8210111,2,6978.124492,13201.6942,109213.2988,9,1699,0
8995288,0,3841.605821,5395.47597,64868.39941,5,658,0
1290869,2,1359.391813,3370.110604,36836.41,10,1769,0
9366998,5,4760.317274,25902.08046,80421.18183,1,837,1
7294780,0,2964.078327,4198.946502,51123.96078,4,210,0
1898479,0,7638.643598,1015.060407,101506.0407,4,1104,0
7778410,2,4539.911168,10234.46854,67401.03325,5,1118,0
1966626,1,4733.545436,8362.280299,81271.28205,6,469,0
1457756,1,3644.478598,4828.70943,89387.92537,9,261,0
2037937,0,4260.484964,4756.076808,78548.71838,5,1875,0
5138488,0,4406.717484,3378.859406,62043.95888,5,1425,0
6576122,4,2715.506159,13038.84307,51197.50466,3,687,1
4665923,3,5330.398702,11705.34599,63410.51778,4,904,0
2097720,0,4483.31637,5440.181078,71614.34656,4,1214,0
2792516,1,3144.663196,4437.849131,58565.82257,7,1599,0
8671440,4,4099.798678,21819.64321,89396.20048,3,211,1
9663613,2,4959.162199,11858.14399,90932.64895,9,1352,0
7788442,0,4522.608048,5817.459975,68595.66973,5,170,0
1930724,2,3043.618275,6525.44048,46397.91049,6,74,0
8378278,2,2794.488199,6846.898212,53792.46441,7,1754,0
7227899,0,3325.862387,3827.4871,63787.18927,6,307,0
5734544,0,2521.946675,1105.82593,56822.85212,5,303,0
2289146,5,4187.127896,18215.03757,74350.33746,5,934,1
9970093,0,4148.642374,2826.167645,55163.9846,2,1569,0
4983457,0,3939.918175,5419.898322,72052.57079,5,1231,0
1397575,0,4912.961055,6214.858343,86060.65444,5,533,0
2889716,1,5587.232892,7675.063376,87129.74882,4,340,0
4611384,0,3483.573256,2377.124931,73505.02457,6,1438,0
1560941,0,5887.567542,5362.1837,87459.79265,3,908,0
3915429,0,5279.429673,11271.41439,112623.4056,4,1837,0
5215632,0,2895.28703,4635.578267,85538.10892,6,1845,0
9537808,4,3610.069746,15620.71465,47335.58708,4,991,1
1777374,3,2717.641901,14854.60794,82576.27405,4,943,0
6191748,1,3202.659639,6195.493535,66039.63834,5,1339,0
9241849,3,3626.244522,14502.36253,74064.64337,4,1098,0
8255717,5,4857.045802,25670.78887,98536.26248,3,1695,1
9324472,0,2606.836932,3757.200988,46380.08724,5,452,0
2533070,0,4561.099208,4995.597425,70792.49621,4,776,0
8212087,0,1944.868535,1787.711844,24989.31117,3,1623,0
9807706,2,5455.899885,12380.12163,75891.5819,4,1509,0
3934294,1,3430.840466,8665.751047,60116.3095,1,388,0
5487755,2,3271.684676,8991.735522,51869.44492,3,657,0
5777571,5,2546.693527,13285.16631,44212.2127,2,795,1
5443048,0,2679.940351,5646.33324,47962.32577,3,1156,0
3608035,1,2981.790117,4873.154013,47116.00597,5,850,0
9737961,5,7194.15692,23874.48686,91468.26292,3,1139,1
9608469,5,4705.192212,21062.41352,74037.35597,4,217,1
4426590,0,5625.940866,5332.969872,93057.234,7,1866,0
8247627,0,4342.692006,3499.15031,78205.24036,3,1433,0
4577724,0,3373.1768,1909.098255,59372.59024,5,660,0
8153294,3,3844.12247,11918.96761,72039.0278,6,1213,0
6262773,0,3257.525619,6717.85677,66311.63633,4,984,0
5231526,0,2805.520337,5005.058222,57529.54738,5,1196,0
2152473,0,5790.763084,5156.978406,85949.39947,4,1527,0
6891317,3,5636.227982,13704.29281,73985.03197,4,621,0
3889770,3,2201.919098,8702.005621,53309.22371,6,320,0
2951727,0,3223.384312,4709.254935,70372.95945,5,1187,0
2738874,0,6330.807046,8537.518023,94329.93937,4,782,0
9836897,1,4413.299358,8010.841784,73390.66901,6,1534,0
1929551,0,2859.992646,4149.22369,57158.15101,5,1215,0
8186731,1,3478.487746,7745.9511,70838.05769,6,1508,0
8795300,1,3443.328633,8095.347202,79020.98086,8,1302,0
1279476,0,3565.182389,4146.241188,52571.27027,6,528,0
6303979,4,5628.221523,17517.07381,75739.70912,5,91,1
6196642,5,3183.809119,13128.6365,48025.24267,5,222,1
4228054,1,1014.349378,1591.735866,15730.07978,5,1370,0
7000427,0,5950.489796,1176.60032,117660.032,5,945,0
4678023,5,4604.220026,19946.36206,59336.60215,3,1667,1
4957223,0,2971.687544,3362.641138,45676.56435,4,1792,0
4883670,5,5615.077463,25491.18395,115321.7324,7,1344,1
8206068,1,3589.629835,8908.746309,77796.7128,6,1676,0
6698342,0,3832.62639,4861.9601,64125.71674,2,622,0
4411422,0,3802.74952,1606.480528,54278.61318,5,398,0
9340923,3,2282.040151,7098.498979,43523.24165,7,1294,0
8218529,5,839.6045922,3685.964405,14339.84106,6,395,1
9395015,0,3776.409204,4594.762189,71385.08887,5,349,0
7574507,0,5677.574057,6737.942437,91456.14032,4,1285,0
4523427,1,4194.856427,7356.101846,73452.4221,7,1491,0
7956474,0,3065.015211,1171.36484,58243.01962,5,706,0
3963361,0,4297.74561,7731.354184,83264.40899,4,956,0
3438358,0,4111.858579,4821.554276,48639.31861,3,428,0
5059418,3,3861.422253,11782.03399,61415.03992,5,1055,0
9723733,5,3569.900914,16561.1847,67193.11686,6,1571,1
6111407,3,3034.000721,8347.176937,47670.73001,3,1016,1
4453237,2,1577.123315,9766.653693,70241.24162,6,673,0
5156360,0,4971.759835,5277.082514,71670.54626,2,36,0
3620946,4,4641.646031,15812.12985,64900.22511,0,586,1
6928780,1,3364.744753,7564.290222,74723.08122,6,1874,0
4153822,0,4693.070209,4395.146862,78463.90508,4,1649,0
5989590,0,4617.532273,1154.640148,115464.0148,4,121,0
4328363,3,3654.476671,9956.675314,44842.03451,0,1785,1
3886439,5,5978.270054,27734.45378,87666.52906,4,1485,1
9732120,0,2830.478637,3600.407983,49974.89026,5,1654,0
4111576,0,4451.038452,791.5903789,79159.03789,5,1367,0
1634683,0,7518.561103,873.9546337,87395.46337,3,848,0
4407334,5,4555.102491,22563.31259,69790.53525,3,338,1
5789295,1,5430.310827,11027.72348,105487.3863,4,496,0
1851757,1,3916.806519,6122.666804,79467.80342,7,56,0
3751159,0,3391.636224,4530.834015,62731.62667,4,1800,0
2494563,0,4075.149717,2753.182363,70220.09395,5,973,0
5505834,2,46.7839734,112.606971,1000.0,11,1220,0
7508023,0,3181.321874,4810.196136,76566.15651,4,976,0
9716321,1,4293.592861,6755.111649,72005.00093,5,988,0
4501870,0,2900.939047,2760.348248,49832.56435,5,779,0
8769326,3,4042.210042,9643.235078,59206.83734,5,13,0
2930850,1,5407.123276,6023.480958,76002.43297,5,785,0
8024472,1,4053.777899,6254.240346,71184.44422,6,350,0
6064051,1,6988.562313,12098.49278,96210.48694,5,1301,0
7823558,1,1073.677507,2721.019708,29891.69639,7,1613,0
7799855,1,4474.503208,7285.728217,96443.05676,8,1098,0
5791890,0,5403.527838,950.8714949,95087.14949,8,909,0
3316801,5,3071.772244,16876.52629,55397.55261,2,1665,1
5735656,1,4711.450399,8840.792486,62466.10469,3,127,0
8441108,5,5791.212235,27264.12371,102609.1676,5,1240,1
9735930,0,4051.722723,1332.29163,67055.39596,4,334,0
9347542,1,4250.492037,5703.317041,75372.44806,6,1313,0
2633203,0,5420.379794,3434.577564,78135.3344,4,1259,0
6376550,3,2985.295483,9053.608314,48306.4124,5,550,0
1941354,2,3722.376732,7478.103475,63499.04698,9,640,0
7020528,3,5289.866932,15389.40346,84680.61212,3,1240,1
9931020,1,2754.354418,6672.483701,49824.74481,3,386,0
1473183,0,2355.702413,1463.105158,50481.54503,6,1750,0
6909153,1,2649.29928,4072.951756,45698.46848,9,944,0
9509678,0,4618.889086,9789.768951,88270.3809,3,959,0
8624658,4,4581.016397,18738.02684,76279.74665,2,191,1
4532362,0,5256.377281,4731.532922,73398.7535,4,710,0
1935297,1,1915.406898,3261.407675,33021.18148,6,936,0
9315102,3,5049.715037,13400.90545,77358.24636,5,588,0
9291901,0,4069.703602,8252.741097,95275.24911,4,924,0
6210797,1,2333.552547,6315.936244,64914.74298,5,1048,0
9810051,1,891.7668726,1569.392461,13921.14387,6,365,0
1041569,0,4332.491583,1615.956806,68831.80486,3,874,0
6549495,0,3131.073371,1533.744082,56998.06403,1,864,0
1346877,3,2932.018039,9700.05359,45029.89797,2,1856,1
9421247,5,4271.31469,22756.28103,83475.30929,4,297,1
7123768,3,5149.661574,13680.77568,69973.08051,4,585,0
9220857,0,6135.849768,2489.930173,122631.9259,6,1811,0
6064011,1,3814.423268,8266.348279,75012.57027,7,1422,0
1749367,1,3129.248645,7234.598766,59362.98749,5,1605,0
1238791,1,2143.909128,3923.584608,39693.27418,6,811,0
4020160,5,3181.828088,14134.99089,48970.70183,5,730,1
7691138,0,2866.784961,5124.038536,65401.1729,4,177,0
2359290,0,4792.66748,4442.308605,58219.2604,2,1527,0
8669307,3,5013.676534,18072.97254,69523.11918,1,1207,1
3155350,1,6407.579388,10073.48315,102846.4153,7,1747,0
5467756,5,5306.728464,25481.92106,79951.54362,3,1222,1
2827729,1,2093.322651,4441.521484,44642.0945,4,917,0
5191816,1,7676.299562,11074.22416,121017.1625,6,947,0
5069566,1,5001.034237,10834.82906,107079.2335,7,274,0
1049257,2,5052.885807,9123.504239,57311.83226,3,1816,0
6110302,0,7832.891258,6055.425882,127078.7126,5,1462,0
8079846,2,2630.395715,5328.826673,43925.99171,5,730,0
9426483,0,4164.995003,3436.000061,70998.64641,3,1409,0
3976444,3,3894.146335,19135.18198,87047.70267,4,770,0
8925275,1,3665.259374,5705.275236,68846.67566,7,1874,0
8908871,0,5321.761139,4313.335852,100136.3171,7,1043,0
9895443,5,4576.866407,21027.48688,71158.87326,4,1442,1
4357544,0,2573.392816,2053.261275,44876.31001,4,45,0
8658022,1,6034.374826,9755.341719,99694.69927,5,912,0
6085700,6,2902.965756,14383.48252,47051.7909,5,1216,1
1524436,0,4481.214127,4861.86503,67019.40397,2,1245,0
3433075,3,4995.090259,15641.1739,80753.73284,5,237,0
7048461,1,2625.497004,4901.103622,57751.40291,7,706,0
2445294,1,3990.949145,7748.000505,85691.8439,3,1380,0
4912587,0,4107.822428,2009.745931,68276.98078,5,632,0
7974170,5,3211.503471,22922.66015,72288.72214,3,1237,1
2347835,0,4483.00293,5732.882387,82330.31706,4,1882,0
5469313,1,6647.710613,7530.910491,98989.86242,4,1355,0
2933727,0,3911.932414,5630.390054,67673.39693,7,729,0
5828390,0,3869.064765,4520.03888,62656.31537,3,968,0
3166402,0,4790.605112,5583.305488,62141.9444,4,99,0
9688742,3,6009.944922,13580.70174,85803.91068,5,1657,0
1690310,2,4266.678994,16376.58,103186.2561,6,1506,0
9672218,0,4217.755905,3388.329664,82861.17,6,771,0
8126873,5,5144.856965,34799.97444,111535.6084,3,1660,1
8700778,5,5769.39485,29972.57749,85706.80144,4,170,1
8663580,0,3804.922882,2506.255203,62445.3799,5,1813,0
2688483,0,2407.892616,4011.37439,52471.72603,3,1859,0
9379824,2,5958.672142,18373.55055,130755.3505,5,445,0
6348453,4,4009.854911,20500.4286,77893.85171,1,269,1
9659414,1,2572.761903,6590.81624,47514.96837,4,461,0
8903325,1,3010.573308,7715.164793,73766.14561,9,837,0
6216490,0,2396.402636,2652.45018,43997.88641,4,1872,0
4370175,5,7715.114663,34023.17952,125697.8937,4,37,1
2055584,0,3814.852526,3922.187622,44005.81942,2,588,0
1909955,1,6454.5997,11517.38445,90394.77986,4,863,0
4507386,0,2785.326339,3698.90807,42924.14665,5,51,0
8298665,1,4420.401612,9143.962514,90164.25149,5,127,0
5548093,5,4595.230023,18942.44152,64609.09745,2,1878,1
5335871,0,5076.510071,8508.561472,82657.33327,4,193,0
3200083,1,2574.163844,1963.120269,33069.19283,8,490,0
6079533,1,2228.199334,4766.236017,42731.76309,5,1825,0
6742677,0,1949.773583,4093.701637,43191.435,4,1060,0
9839297,0,3931.343885,1770.920446,60457.0413,5,1285,0
7564751,1,3666.521493,6011.628606,64691.16186,6,524,0
6464902,1,2843.859111,7699.613507,54672.24054,5,318,0
9190690,0,2377.503726,3050.716145,51948.21058,4,72,0
4824814,1,5469.727525,7803.453925,83904.01758,5,1334,0
9414539,1,2495.799572,4835.521332,43542.65819,6,796,0
4329858,3,3564.470464,17488.22476,91330.47579,5,692,0
2150012,1,3581.833845,5776.328082,77366.7908,6,1375,0
4758573,5,4044.249706,16606.81272,54752.02533,1,1013,1
2158897,1,4303.567189,9689.864564,82028.55478,6,377,0
2065591,0,2389.46765,4577.710079,61818.83876,4,1644,0
8930876,1,2623.942415,3563.949598,38753.42988,7,1525,0
8152754,1,4596.754392,6309.984578,88526.87354,7,408,0
2990905,2,5416.736833,11609.6949,84644.28672,5,1439,0
8539450,1,4055.483699,4251.914269,58239.05962,6,321,0
1620119,0,4823.022544,7074.532258,87515.39262,6,1713,0
3559573,0,4612.76314,7280.927052,80618.22733,3,435,0
7354915,0,7526.981734,1854.765282,119568.892,6,657,0
3734169,0,5312.81764,3930.71331,85873.11223,5,606,0
7574531,1,4288.78574,7546.938118,71062.83033,6,318,0
8869007,0,3204.217774,683.3023827,68330.23827,4,714,0
1594555,2,4312.681162,9750.232023,79582.26383,6,1362,0
1215733,5,4072.818377,21242.25445,71427.74956,6,467,1
9460017,0,4779.090872,3302.932119,65138.57845,4,633,0
5684116,0,4567.76873,2091.437386,78824.4022,2,1672,0
5558268,0,3179.180343,3869.260322,50118.55026,4,1344,0
5173080,0,4127.262094,4783.533305,69195.34387,6,1261,0
4902513,4,3339.953412,14014.90372,62300.96892,5,642,1
7211140,0,3279.408378,4794.46557,46128.89445,4,525,0
6217709,4,3441.496831,9179.18586,45562.5894,6,541,0
2470525,1,4667.493057,5980.851713,70776.75099,6,1039,0
6639746,0,4734.680076,4389.772656,82034.759,3,520,0
7014975,0,4069.237326,3325.454985,56082.4533,5,770,0
2022408,1,3431.120237,7844.952603,77433.65621,6,326,0
4390605,4,6064.54113,29799.57026,115290.1552,2,1242,1
8114566,0,2848.313771,4146.079817,39021.85086,3,162,0
6568432,4,3649.973546,17773.42806,76703.67356,2,1640,1
2227328,0,2520.971912,3379.539396,48008.63661,5,535,0
1360855,1,4603.995386,7250.202705,66757.52837,5,709,0
6230899,0,4471.99987,1168.774321,85149.70793,3,744,0
5155544,0,3060.447629,3306.565438,47536.8169,4,1583,0
9649462,1,5123.458796,9312.143189,79504.49426,5,681,0
5700257,0,4895.790287,4614.522834,81214.18073,6,119,0
9383397,1,4718.594281,7281.246583,79180.86711,6,355,0
2928937,1,3571.942446,6233.507116,58709.36977,6,1398,0
5026037,0,7009.94793,6478.691542,101425.619,5,1404,0
2256612,0,4472.363692,1499.668317,81806.78061,8,1238,0
6168061,0,5446.172611,837.8962749,83789.62749,5,479,0
2696268,0,5880.986766,901.2719585,90127.19585,6,22,0
5430367,2,3770.718121,8124.054075,64019.84476,6,412,0
4097269,1,5925.158566,7621.842672,79870.27407,6,906,0
2671567,5,2134.466288,27189.54709,75856.71894,4,29,1
1871291,5,1684.451834,9542.745367,33411.82485,5,18,1
5608467,1,3080.352284,6886.016024,66999.73161,7,1402,0
9525877,0,5693.56837,5533.752228,78470.97551,3,220,0
2788734,0,3112.990884,4113.989286,66928.2146,5,1495,0
4644946,1,2700.216607,3773.100518,37592.39692,5,1122,0
3021459,1,3771.284547,5511.474841,56182.40507,5,1085,0
8280725,1,5694.077146,6910.161962,70309.73408,3,1900,0
4734122,1,3672.703187,5983.827291,62968.16042,6,579,0
9769753,0,2307.309404,2745.12507,37002.22636,3,429,0
3206507,0,6352.241629,4915.063912,79181.79779,3,924,0
1726617,5,1744.370198,10607.09416,43484.87048,5,1853,1
6242681,1,2733.57669,5875.810008,46077.66183,5,46,0
6865024,0,5938.381262,7337.075666,93584.57135,6,571,0
9916670,0,2067.104101,3007.940572,32723.27199,3,1417,0
8842680,0,2372.180892,5335.887669,44181.82207,3,1419,0
8957528,1,3463.933719,9397.307266,73033.05498,6,1522,0
6708109,0,3796.067044,5235.987076,76997.25616,4,1207,0
4238333,1,4872.030056,7833.58678,70098.2648,5,592,0
4861234,1,2283.332344,3302.191188,38921.25071,5,1491,0
2203703,0,3632.647634,3837.40295,88014.66492,5,176,0
4879686,1,5665.333217,10469.38799,82235.49418,5,1054,0
4279946,4,4662.62676,19124.52256,72751.70648,3,1446,1
1323089,0,5734.822744,4072.233392,77728.29833,4,485,0
2840209,0,6190.441749,10474.24196,95110.59131,4,1072,0
5811406,4,6260.132981,22992.41949,105613.2909,6,1364,1
4324086,0,3767.153254,670.0294215,67002.94215,2,667,0
9941885,5,2747.70401,13073.86428,44034.81776,3,1217,1
5306749,0,5450.633117,5293.830633,92980.9761,4,1710,0
9628366,1,4581.871926,6430.218814,71598.80736,5,131,0
6946399,0,4371.585734,4731.729432,77988.65371,3,919,0
1363593,1,3236.163525,5161.1185,55972.7228,5,724,0
2831006,0,5375.88609,924.65115,92465.115,7,245,0
7352172,0,5170.788033,6556.431266,90353.698,5,1796,0
5906057,0,2399.279863,1648.860274,60196.62842,7,1691,0
3715883,1,3187.95311,6388.755999,58817.70817,6,1421,0
5698761,2,260.0828864,534.9757664,4771.80167,9,29,0
9126901,4,5040.776019,19127.11977,71578.56572,3,230,1
4498372,5,911.4638615,6948.603181,21572.55935,4,1174,1
1406032,5,5184.060984,27073.16125,81958.37397,4,1811,1
3798632,0,3923.414621,5446.371229,68685.11993,3,90,0
9422865,0,3096.777986,4442.753885,61466.1619,5,765,0
7855995,5,2884.137458,18215.58482,58762.0934,5,1574,1
8537280,0,3538.869058,5231.646406,69432.30147,5,177,0
9204459,0,3567.247102,5477.619822,59304.6519,3,901,0
2057539,1,5516.44859,8461.803966,84063.52917,3,1306,0
3544053,0,3621.772709,5239.90873,80429.86103,4,1441,0
1538418,0,3225.414921,1373.760738,79214.19374,5,1873,0
1042620,1,2712.836462,5264.081275,61491.72917,6,1722,0
8512368,0,2091.652842,3020.92751,53654.28622,5,1238,0
9432523,0,4352.689262,5829.346607,59008.66818,2,1677,0
2401818,5,3697.287113,17903.07127,59576.23356,3,1028,1
7499520,1,3173.225857,7230.703665,83376.68271,5,821,0
5814082,1,4039.491106,11091.81516,98450.15117,5,1634,0
1623029,0,4151.103114,4821.865491,76236.99887,2,167,0
9241702,0,3138.328703,6046.131288,63705.95519,4,900,0
8841147,3,5407.875156,12770.20425,76351.61054,4,952,0
6107032,3,4777.418364,14898.81352,80995.33742,4,1446,0
7370995,5,6096.936657,19261.99944,79734.98007,3,112,1
4575099,1,3322.788083,5909.102083,54737.84422,3,804,0
8135550,0,7127.036994,3907.29006,99182.41564,2,410,0
5005144,0,4151.909348,649.0511943,64905.11943,5,1627,0
9902579,2,2923.825295,10327.09812,71164.29945,5,472,0
1568054,5,4053.455001,19315.7395,71878.95566,4,1095,1
2549345,0,8098.949761,4775.739146,98097.10039,4,986,0
9718769,0,1684.189781,2615.279553,33403.3988,4,1609,0
3599034,0,1252.285443,1966.577008,20757.60204,3,1102,0
3795887,0,2452.617451,2830.522546,49139.98245,6,169,0
8121479,0,2437.800576,4351.698564,45910.63311,4,883,0
2704271,0,3863.263635,3687.556558,72059.18599,6,25,0
5621846,0,4139.091224,671.942199,67194.2199,5,277,0
3574425,0,5117.073381,2460.925356,92731.4725,4,158,0
2781425,0,2879.32239,3232.701236,55504.37792,7,867,0
9679357,5,4152.344274,24298.35459,80751.52172,2,1031,1
2799073,0,5451.687143,5599.168299,86467.49562,5,1320,0
1848574,0,5904.933232,6648.365965,88180.80619,3,1525,0
7065438,4,2922.354373,8531.010414,36935.11923,3,184,1
8805726,5,3813.920802,18146.48045,63187.45097,3,1271,1
2147462,0,6572.448621,3661.749163,84604.85911,4,1384,0
7370594,0,2083.316484,2930.745357,45038.88392,5,1479,0
5867117,0,3106.481991,2829.449907,49696.72641,4,98,0
8470171,4,3423.483237,11659.05271,45703.47274,4,1661,1
2142590,2,4981.331055,12635.53592,98667.25164,8,156,0
9783076,3,4094.292464,13076.96778,59281.23456,5,1506,0
6571995,0,6381.847955,4872.764406,90677.06479,4,412,0
8579391,1,2391.114661,4897.205067,60326.33021,6,868,0
4257659,1,3708.311735,4778.640741,50492.84035,7,1794,0
9490440,0,1914.973883,2015.424468,40824.05664,6,440,0
6637264,5,5090.756304,25350.65997,78925.81502,1,1234,1
2142417,0,2529.011622,3254.210487,50266.1427,3,1882,0
9306112,0,3953.846683,3989.417382,67927.3678,3,1302,0
8162096,4,1774.633528,8603.184577,33676.87791,4,718,1
3701811,0,6820.39942,6736.532572,113946.6085,7,1815,0
5911080,2,5572.782668,9024.853254,81830.02256,7,629,0
4492541,0,5718.923431,4362.889169,101439.9687,5,1493,0
5891459,0,4376.431152,3862.315425,63794.54854,5,1278,0
9688367,0,3694.510482,4558.483873,65357.47728,4,1314,0
9090293,0,4853.956891,7149.869166,84379.72962,3,368,0
2939860,0,3758.317396,772.5508544,77255.08544,8,377,0
9746233,0,3824.642331,1750.339243,57627.80216,5,1190,0
4941508,4,5697.460978,16043.17492,80666.18957,6,1864,0
7343544,1,3671.756218,5468.340906,69516.13982,5,1782,0
7878007,1,4277.87695,10823.28531,89737.89594,6,1338,0
5346445,0,1597.733958,999.8879566,35545.59454,6,322,0
5109914,1,3098.548623,4831.875676,40813.65393,2,993,0
5107634,4,2157.722248,9427.961238,37828.68024,3,1463,1
8762942,0,3746.676231,5814.840142,73312.85426,3,638,0
4477072,1,3609.626434,5838.430858,49754.94405,6,228,0
3519308,2,3049.062945,9757.629862,74283.88911,8,1007,0
4254390,2,4292.372116,8431.506699,64883.83257,6,1540,0
2753944,0,3646.316066,6184.970004,83800.57846,6,678,0
4523561,0,3954.274731,5602.458759,57706.70418,4,673,0
2026705,0,2974.050495,3548.452654,56745.71949,2,1242,0
1807779,1,5045.941958,8803.352052,74615.24882,4,1225,0
7514651,0,7637.351507,10472.91939,143833.2202,4,1886,0
1696924,0,3296.094526,693.1547907,69315.47907,4,38,0
6113845,3,3829.508886,18915.57846,86756.53084,3,685,1
8018827,3,1937.12087,4735.689437,32975.72011,8,1732,0
7520333,0,3361.828732,3861.167195,41665.20384,5,1765,0
5014655,0,2640.72713,4467.75945,44423.08285,6,1309,0
2742688,1,1385.391324,3518.844975,31479.99094,6,1394,0
9376159,1,2993.754616,6805.578195,76115.72875,7,226,0
8516447,1,4247.7829,6762.297979,80664.7366,6,1168,0
6509988,1,3510.560614,4955.189648,59073.89961,8,1371,0
1780854,0,4857.387381,5464.896513,110072.9905,4,743,0
1316583,0,4006.013661,6226.523029,82980.00953,4,1105,0
3836980,1,2410.350638,5285.055024,61260.64651,4,43,0
2417709,0,4841.85251,3801.425214,65411.67915,4,507,0
8743211,1,3705.503155,6750.495809,76203.25542,4,1394,0
2852377,0,3586.828777,1561.581917,56985.92906,4,1092,0
3543857,0,2805.697189,3756.313998,48014.74217,5,1663,0
9781623,0,4748.763709,2041.280932,112657.0957,8,1455,0
8364338,1,5227.445165,7818.385069,81323.51252,6,134,0
2968337,0,4518.312199,6942.353608,84697.88202,6,1027,0
4451887,0,6228.325724,7128.380362,93176.27099,5,639,0
5641800,1,2297.158597,6650.134904,64416.52795,6,1892,0
6978432,0,3542.228939,588.1252029,58812.52029,5,1375,0
9425591,5,4851.063484,24022.9064,88453.08155,2,608,1
8840131,2,3847.654689,11828.42908,75306.90261,4,307,0
9794733,1,4129.965897,9183.643851,86043.53726,7,187,0
1365808,0,4609.895787,8309.041743,92853.10608,5,1866,0
3127243,1,4534.689439,7141.924085,74001.61461,6,1801,0
6067010,3,3922.80811,17048.39384,83927.46542,4,963,0
1442058,0,3600.825602,812.4422625,73880.12372,4,848,0
4198073,5,5751.973653,19667.76083,83463.44845,6,608,1
2382416,5,4106.734829,19894.14153,72666.9164,4,509,1
9396278,5,4397.6187,19096.06197,70467.54474,4,1434,1
1569956,0,3640.097439,4143.11283,52020.69513,3,927,0
2335638,1,6474.803868,14295.73091,109312.7998,3,1582,0
2756117,0,3494.431114,509.4812464,48767.38849,3,817,0
2337346,2,2643.951504,5464.146304,46824.59294,8,629,0
